id,plant_id,oregon_url,oregon_description,description_fetched_at,ai_recommendations,ai_generated_at,review_status,reviewed_at,reviewed_by,review_notes,created_at,updated_at,not_found_on_oregon
8966b904-bd47-4109-a651-632feb5636d4,c635f981-e25e-4b19-941e-0d0027619ee5,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-spinycocklebur,"The plant is a well armored summer annual growing 3-4 feet tall. The leaves covered with short white hairs, white-veined above, 1 to 3 inches long and have 2 short lobes and a 3-forked spine at the junction with the stem. Male flowers are segregated from the female by being located in the uppermost parts of the plant and clustered. Female flowers are below male flowers and form a beaked bur that bears many small hooked bristles.",2026-01-27T06:36:06.388Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""The plant is a well armored summer annual""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""937ecd33-9dad-4cfb-b49c-33b28bdf3037"", ""attributeName"": ""Annual herb"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:51:40.812Z,2026-01-27T06:52:21.182Z,f
dac25886-5fdb-4403-a406-af956207bb2c,0c7449a7-f70d-4059-9807-25efdf12a208,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-treeofheaven,"Tree-of-heaven can reach a height of 25 to 50 feet. The leaves are often mistaken for sumac, with prominent leaf scars on the bark remaining when they are detached from the stem in the fall. The flowers are small, yellowish to reddish in color, and have five petals. Tree-of-heaven has a rank odor, similar to foul smelling peanuts.",2026-01-27T06:36:06.842Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Tree-of-heaven can reach a height of 25 to 50 feet""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""ab299967-57b9-48ce-9c1a-3835904d103c"", ""attributeName"": ""Tree"", ""recommendedValue"": true}, {""snippets"": [""leaves...detached from the stem in the fall""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b0ec8412-35a9-4b6e-8189-de166bde6915"", ""attributeName"": ""Deciduous"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-22T02:04:23.593Z,,,2026-01-27T03:50:49.535Z,2026-02-22T02:04:23.593Z,f
703d9849-7b97-4ace-8b51-4b1ad84008b8,c266a28b-7367-4cf1-a3df-da6dbdff3dcb,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-sulfurcinquefoil,Sulfur cinquefoil is a perennial buttercup species growing 1 to 2 feet tall. Bloom time occurs from May to June. Leaves are compound with 5 to 7 leaflets on each leaf. Stem leaves have a very upright growth habit; one of its significant characteristics Flowers are light yellow with 5 petals.,2026-01-27T06:36:06.578Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Sulfur cinquefoil is a perennial buttercup species""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:51:31.854Z,2026-01-27T06:52:21.182Z,f
4bb635f9-91db-46d6-ab49-f55bbd0fe1c9,9781dba5-ca8f-4d0b-8431-5760514b2ab9,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-poisonhemlock,"Poison hemlock is a biennial member of the carrot family, growing from 3 to 7 feet tall on a deep taproot. Hollow stems are erect with leaves that are alternate, one per node, petioled, and pinnately divided. Flowers are white in compound stemmed umbels, much like little umbrellas. Poison hemlock reproduces only by seeds; dispersed by water, wind, on animal fur, human clothing, boots, and machinery.",2026-01-27T06:36:04.782Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Poison hemlock is a biennial member of the carrot family""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""937ecd33-9dad-4cfb-b49c-33b28bdf3037"", ""attributeName"": ""Annual herb"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:50:58.570Z,2026-01-27T06:52:21.182Z,f
e8a1d4b3-c627-479b-9bf5-a65461138b87,113b0837-f164-428c-b976-75ccb2f76835,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-yellowtoadflax,A perennial herb that blooms from summer to fall. It grows one to two feet tall and has pale green leaves that are narrow and pointed at both ends. Its flowers are orange and yellow and snapdragon-like.,2026-01-27T06:36:07.363Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""A perennial herb that blooms from summer to fall""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:51:26.411Z,2026-01-27T06:52:21.182Z,f
d39fad19-36b1-40ed-b2bc-b44fcc07ab50,ac01dbc9-f64b-4e26-a765-d26cd4fa1bed,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-smallbroomrape,"Annual; blooms within a week of plant emergence. Grows 6 to 12 inches tall. Like other parasitic plants, small broomrape lacks chlorophyll. The flower stalk is yellowish-brown, unbranched with a purplish tint. Leaves look like small triangular scales. Flowers pinkish, yellow or white in color and arranged in an elongated spike.",2026-01-27T06:36:06.089Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Annual; blooms within a week of plant emergence""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""937ecd33-9dad-4cfb-b49c-33b28bdf3037"", ""attributeName"": ""Annual herb"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:51:16.824Z,2026-01-27T06:52:21.182Z,f
0ad75ff1-da2f-4931-b5ad-688bd1001b24,38965ea4-c755-496b-92b2-904a498e77b1,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx,"NOT FOUND: Plant ""Calicotome spinosa"" not found on Oregon Noxious Weeds site. Manual research needed.",2026-01-27T03:50:54.979Z,,,completed,2026-02-22T23:07:53.991Z,,This plant is considered a wildfire hazard because of its growth form and spines.  I created a detailed document of the problems.  Portions need to be added to the database.,2026-01-27T03:50:54.979Z,2026-02-22T23:07:53.991Z,t
0ba0fa4b-22f2-4d47-ad0b-ad802666be1d,3669e73f-4179-478f-8813-f6382f398e25,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-englishhawthorn,"English hawthorn is a broadly spreading shrub or small tree growing up to 25’ tall. The trunk has pale, gray smooth bark and younger stems bear sharp thorns making the plant useful for natural fence plantings in pastures. The leaves are 1-2 inches long and deeply lobed, sometimes almost to the midrib, with the lobes spreading out like a birds foot. Flowers are produced in showy white clumps from late spring to early summer in clumps of 5-25 blossoms; each flower is about 1 cm diameter. Pollinated flowers produce a haw, which is a small, oval, dark red fruit about 1 cm long, berry-like, but structurally a pome containing a single seed.",2026-01-27T06:36:02.050Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""shrub or small tree growing up to 25' tall""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""ab299967-57b9-48ce-9c1a-3835904d103c"", ""attributeName"": ""Tree"", ""recommendedValue"": true}, {""snippets"": [""broadly spreading shrub or small tree""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""ef9be401-1500-471b-bf8f-b11936d6d047"", ""attributeName"": ""Shrub"", ""recommendedValue"": true}, {""snippets"": [""small tree""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b0ec8412-35a9-4b6e-8189-de166bde6915"", ""attributeName"": ""Deciduous"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-22T23:32:02.310Z,,,2026-01-27T03:51:00.958Z,2026-02-22T23:32:02.310Z,f
9c73a674-f299-4188-a0bc-ef55a89ca001,8b01f35c-d57a-4a88-ad0a-8171b5e184b5,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-paterson'scurse,"Paterson’s curse is an erect annual (less often biennial) in the Borage plant family. Plants can be single-stemmed or multi-branched with an abundance of stout hairs on stems and leaves. Flowers are most often blue-purple in color, but may be pink or white. Flowers are borne on fiddleneck or scorpioid-like inflorescences. Two of the five stamens in the flower are longer and project significantly from the joined corolla. In Oregon, blooming starts as early as March and continues through June. Reproduction and spread is by seed. Each flower produces four brown or gray nutlet seeds surrounded by a husk covered in bristles giving them a fuzzy appearance. Seeds are spread by vehicles, farm implements, humans, animal, water, wind, hay, and as a contaminant of commercial seed. Paterson’s curse seed has been found in wildflower mixes in Oregon.",2026-01-27T06:36:04.450Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Paterson's curse is an erect annual (less often biennial)""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""937ecd33-9dad-4cfb-b49c-33b28bdf3037"", ""attributeName"": ""Annual herb"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:51:09.661Z,2026-01-27T06:52:21.182Z,f
b3be520d-f47c-4d69-974f-76145eaa85f3,15bca7cf-d382-4844-904a-1d9062ca1036,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-yellowarchangel,"Leaves are typically variegated with silvery-grey markings and are oval-shaped and toothed. Stems are square, leaves are opposite. Leaves are hairy and coarsely toothed. Flowers are small, yellow and tubular; they grow in pairs of clusters close to stems between leaves on flowering stems that are 1 to 2 feet tall. Distinctive, non-menthol and somewhat unpleasant odor.",2026-01-27T06:36:07.026Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""flowering stems that are 1 to 2 feet tall""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}, {""snippets"": [""Stems are square, leaves are opposite""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""5dfe0df2-36c2-4110-8c3d-57a707ecd42a"", ""attributeName"": ""Groundcover"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:51:24.046Z,2026-01-27T06:52:21.182Z,f
33d683fc-69c8-4133-8524-f1b87c12f734,96ccb7df-8396-4d14-ad96-abb030e9d8fc,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-pheasant'seye,"Pheasant’s eye is a herbaceous annual with erect one-foot tall stems terminated with solitary, red-orange and black cup-like flowers. Bloom-time is in mid summer. The fern-like leaves are simple and alternate with blades two to three times pinnately dissected into linear segments. It prefers moist, well-drained soils but is adapted to seasonally dry soils also. Populations can be highly variable from year-to-year.",2026-01-27T06:36:04.698Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Pheasant's eye is a herbaceous annual""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""937ecd33-9dad-4cfb-b49c-33b28bdf3037"", ""attributeName"": ""Annual herb"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-16T19:31:46.548Z,,,2026-01-27T03:50:48.331Z,2026-02-16T19:31:46.548Z,f
6d0d0bfc-113b-4cb7-a2fe-53bb3144f872,b5b0edf8-0f60-4a00-96ff-16c84fbcc861,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-butterflybush,"Butterfly bush is a perennial shrub growing up to 10” high. Leaves are narrow, opposite, green to blue-gray. Flowers are small, purple and heavily bunched in 8-10 inch flower spikes. Butterfly bush appears similar to lilac but blooms much later (late summer) than lilac.",2026-01-27T06:36:01.066Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Butterfly bush is a perennial shrub""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}, {""snippets"": [""perennial shrub growing up to 10\\"" high""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""ef9be401-1500-471b-bf8f-b11936d6d047"", ""attributeName"": ""Shrub"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-22T23:00:47.375Z,,I created a reference document for this species that identifies sources in detail.  Need to integrate into the database,2026-01-27T03:50:54.388Z,2026-02-22T23:00:47.375Z,f
4b60caae-7b03-4d76-ab2b-423e034ec6a1,08968b67-98b2-4e9c-ad33-f28ae7f1a2f6,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-capeivy,"Cape ivy is a perennial vine that climbs up trees and will reach heights of 16.4 ft. (5 m) in suitable climates. The leaves are alternate, broadly deltate to ivy-shaped with 5-7 shallow, but with sharply pointed lobes. Flowers are axillary or terminal cymes, with individual flowers yellow, disk corollas 0.16-0.2 in. (4-5 mm) long arranged in clusters.",2026-01-27T06:36:01.276Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Cape ivy is a perennial vine""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}, {""snippets"": [""perennial vine that climbs up trees""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""eb566f0c-de5c-4981-9060-8ece5ab85997"", ""attributeName"": ""Vine"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-23T02:51:58.557Z,,"Need to reconsider the ""noxious weed"" assignment in the database and the flammability rating\nIvy species in the Hedera genus are generally evergreen woody climbers that can become invasive weeds in many regions, particularly H. helix and H. hibernica, and to a lesser extent H. algeriensis where climates are favorable. Fire hazard from ivy as a fuel is generally rated low–moderate due to high live fuel moisture and evergreen foliage, but dense coverage can still contribute to fuel continuity and complicate fire behavior in mixed vegetative settings.",2026-01-27T03:51:19.313Z,2026-02-23T02:51:58.557Z,f
f90db4f8-a9f6-4371-9136-ad8aa7233555,de67a4cd-62cd-4bed-9eec-905a62a30784,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx,"NOT FOUND: Plant ""Cynara cardunulus"" not found on Oregon Noxious Weeds site. Manual research needed.",2026-01-27T03:51:02.149Z,,,pending,,,,2026-01-27T03:51:02.149Z,2026-01-27T03:51:02.149Z,t
c9fa4a84-28c1-42f4-b396-80a8c2d9a6f1,e1a46e41-a05b-4dc4-bc5c-3cf272382be0,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx,"NOT FOUND: Plant ""Cynara scolymus"" not found on Oregon Noxious Weeds site. Manual research needed.",2026-01-27T03:51:02.892Z,,,pending,,,,2026-01-27T03:51:02.892Z,2026-01-27T03:51:02.892Z,t
4af3e1a2-ca18-48ac-a81f-e55577219a53,3cf88277-7fe3-4bbf-be1f-404f2559481b,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-yellowtuft,"Alyssum is fast growing perennial, reaching reproductive maturity within one or two years. A. murale’s leaves are gray-green oval or spatula-shaped leaves are 0.5-1.0 cm long and are covered with tiny hairs. A. corsicum is very similar, although the leaves of this species are more oval in shape and have a dense covering of silvery hairs, giving them a pale gray or white appearance. Plants of both species produce hundreds of small, bright yellow flowers on branched umbels in early summer. Because most leaves are shed prior to the initiation of flowering, the two species look almost identical when in flower. Both species produce the papery, circular to oval flattened fruits, each with a single flattened seed",2026-01-27T06:36:07.445Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Alyssum is fast growing perennial""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-22T02:06:45.316Z,,,2026-01-27T03:50:50.734Z,2026-02-22T02:06:45.316Z,f
3e52de46-538c-400b-ada7-8d23d277a086,12f47064-1525-43d5-8aaf-e328ba083833,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx,"NOT FOUND: Plant ""Delairea (syn Senecio mikanoides) odorata"" not found on Oregon Noxious Weeds site. Manual research needed.",2026-01-27T03:51:07.762Z,,,completed,2026-02-23T01:00:24.010Z,,"Present in Oregon and considered invasive in coastal and riparian areas, with management concern and reporting efforts underway (e.g., Curry County efforts). Captured more information in a document titled ""Cape Ivy is bad because"". \n\n•\tNSW WeedWise and similar databases describe its competitive, invasive nature and toxicity. (Weeds NSW) Toxic to animals; fish mortality has been documented when plant material enters waterways. (Invasive.org)",2026-01-27T03:51:07.762Z,2026-02-23T01:00:24.010Z,t
9b7406ae-76df-4a48-a4e2-b99cec3e8f9e,100d5cdb-f578-4223-87e5-cc56061385a3,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx,"Found on Oregon Noxious Weeds list: Cortaderia selloana. The two species are distinguished by stem height, leaf, plume, and spikelet color, florets, leaf tip, and presence of viable seed. The tussocks of jubata grass are less erect and more spreading and not fountain-like, when compared to tussocks of pampas grass.. Visit the Oregon Department of Agriculture website for full details.",2026-01-27T03:51:00.367Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""pampas grass""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""1b98b0c1-f3cb-455e-89ac-a71bc256626a"", ""attributeName"": ""Graminoid"", ""recommendedValue"": true}, {""snippets"": [""tussocks of pampas grass""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-22T23:30:41.630Z,,,2026-01-27T03:51:00.367Z,2026-02-22T23:30:41.630Z,f
f14cb69a-ec82-4d66-9c28-73a61cb662ec,b136e287-a153-4dac-8b4c-f3baa7a203b2,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-yellownutsedge,"Yellow nutsedge is an erect, grass-like perennial, characterized by its shiny yellowish green leaves, triangular stem, golden-brown flower head and shallow rhizomes (horizontal underground stems) that produce many nut-like tubers. Stems 1/3 to 3 feet tall are erect, hairless, unbranched and triangular in cross-section. The leaves are light yellowish-green 4 to 12 inches long or longer, 1/8 to 1/2 inch wide, with a prominent mid-vein, a waxy surface and a gradually tapering, pointed tip. Young seedlings are often confused with grasses. This species reproduces primarily by tubers and less often by seeds. Rhizomes help to enlarge patches.",2026-01-27T06:36:07.192Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Yellow nutsedge is an erect, grass-like perennial""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""1b98b0c1-f3cb-455e-89ac-a71bc256626a"", ""attributeName"": ""Graminoid"", ""recommendedValue"": true}, {""snippets"": [""grass-like perennial, characterized by its shiny yellowish green leaves""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""b2ac7932-725a-4dc9-83c0-0f3df7eee41a"", ""attributeName"": ""Perennial or Fern"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,completed,2026-02-23T00:09:57.876Z,,,2026-01-27T03:51:04.102Z,2026-02-23T00:09:57.876Z,f
7db3251d-2b34-45f3-a65b-ad257b2bd99b,a34e6413-4e82-4b93-a84b-d12ff7698662,https://www.oregon.gov/oda/programs/weeds/oregonnoxiousweeds/pages/default.aspx#panel-buffalobur,"Buffalobur is a warm season annual growing two to three feet high. The stems, leaves, and even flowers sport an array of sharp spines. The leaves are deeply lobed growing up to 5 inches long. Yellow flowers emerge midsummer to September, are one inch in diameter and are formed by five fused petals. When mature the seedpod is a spine-covered dry berry covered contains numerous black, wrinkled and flattened seeds.",2026-01-27T06:36:00.849Z,"{""processedAt"": ""2026-01-27T06:52:21.182Z"", ""recommendations"": [{""snippets"": [""Buffalobur is a warm season annual""], ""reasoning"": ""Manual botanical analysis"", ""confidence"": ""high"", ""attributeId"": ""937ecd33-9dad-4cfb-b49c-33b28bdf3037"", ""attributeName"": ""Annual herb"", ""recommendedValue"": true}]}",2026-01-27T06:52:21.182Z,pending,,,,2026-01-27T03:51:35.393Z,2026-01-27T06:52:21.182Z,f
